,feature_importance
0,0.01806489628572598
1,0.0
2,0.00598902765251574
3,0.0
4,0.0
5,0.0
6,0.004069267299331369
7,0.0
8,0.0024273274027717243
9,0.0
10,0.013552458182001981
11,0.0
12,0.00816005057167144
13,0.0
14,0.017882893032680036
15,0.0019795951178513383
16,0.0
17,0.0
18,0.0
19,0.001280210700590064
20,0.0
21,0.0
22,0.01411044312688815
23,0.0016327905131384968
24,0.018783346335051635
25,0.0
26,0.0
27,0.002071122528246973
28,0.002030290820804905
29,0.0
30,0.0
31,0.0
32,0.0018227502530167709
33,0.0
34,0.0
35,0.0
36,0.0022360980068976567
37,0.015240752897914506
38,0.0
39,0.015625380422205452
40,0.0
41,0.0019761452781721957
42,0.0
43,0.0
44,0.0014280052388269725
45,0.0
46,0.015638605605566337
47,0.015477502632889249
48,0.0
49,0.0020914150665289244
50,0.0
51,0.012046049740415414
52,0.0
53,0.0
54,0.0
55,0.0
56,0.002068225271551086
57,0.00835120205171887
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0017763091896523648
63,0.0
64,0.0
65,0.013771143245153545
66,0.0
67,0.011324654306647936
68,0.0
69,0.0
70,0.0
71,0.0
72,0.021417456030611733
73,0.0
74,0.0031623674849054827
75,0.015370976255832116
76,0.002499038570563322
77,0.0
78,0.0
79,0.0
80,0.010561524826976719
81,0.0019348706605303331
82,0.0
83,0.0
84,0.014910257768430676
85,0.016121915702930964
86,0.0
87,0.0
88,0.0
89,0.0
90,0.020098817497872363
91,0.0
92,0.0
93,0.018860509282342057
94,0.0
95,0.0
96,0.0014919502752883396
97,0.0
98,0.0
99,0.0
100,0.0018733143986454468
101,0.006265119437230118
102,0.016718652553915792
103,0.0
104,0.0
105,0.001424491903317594
106,0.01048971468338825
107,0.0
108,0.003245210779425731
109,0.016340694840150594
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.0
118,0.0
119,0.016515351423178913
120,0.019593172220577038
121,0.0
122,0.0
123,0.0023844246441830836
124,0.0
125,0.010841487476433452
126,0.0
127,0.0026093703843277022
128,0.0012778527288374287
129,0.0014301566354940382
130,0.0013734421360472723
131,0.0014024653280541805
132,0.001427329713338168
133,0.0013824942751655177
134,0.0014335350693936411
135,0.0016910408384154568
136,0.001542951902853702
137,0.002052572688733648
138,0.0023033710345576434
139,0.0019702114617639473
140,0.0013065266969289988
141,0.001349460613182303
142,0.001252097997453569
143,0.0013191829804786127
144,0.0011910574346491204
145,0.001192756171177335
146,0.003465781750581058
147,0.0035113468280891496
148,0.0035237575429496455
149,0.005242206866606825
150,0.004313078200437354
151,0.00425298795998112
152,0.010846160880039184
153,0.006628958748612328
154,0.0095024386763712
155,0.002250568696196434
156,0.0023141874955567546
157,0.0020900631950460753
158,0.0017386481246612518
159,0.001763918328674651
160,0.001662661454595682
161,0.001719171331904795
162,0.0018243945831309134
163,0.0018200446014917974
164,0.0019031098201918006
165,0.0020888477202457133
166,0.002072762654251359
167,0.0019581919100580525
168,0.001979242726209302
169,0.001905172440331937
170,0.003859353717228118
171,0.003942504817012003
172,0.00386983991529386
173,0.003397043031197122
174,0.003329932848238804
175,0.0035251052699399503
176,0.0029582774308015668
177,0.0029940301110125494
178,0.0030048175436040675
179,0.004018856453609556
180,0.0038571536187373425
181,0.004006396329345882
182,0.0012787726018702076
183,0.0011549728308169153
184,0.001184511596020263
185,0.0013055014602409507
186,0.0012414191493418387
187,0.001194090181852256
188,0.0013194541049298069
189,0.0011058860050604737
190,0.0012269130149809215
191,0.0012308966311893972
192,0.0011902296094463746
193,0.0012991011974215713
194,0.0011627419106485348
195,0.001147951460491681
196,0.001366520920938042
197,0.0011238945969255273
198,0.0011945640289058419
199,0.0012633728501348508
200,0.0012432986618281718
201,0.001700188834109712
202,0.001476873437489359
203,0.001185369632464854
204,0.001286565145475547
205,0.0012293442402938972
206,0.0011340054005597932
207,0.001108310272229769
208,0.0010830818127238575
209,0.0010845055035191725
210,0.001115662049555089
211,0.0011126005299217487
212,0.001108937603003414
213,0.001337806120293986
214,0.0011177837424691868
215,0.0010504820633969805
216,0.0011108523331502245
217,0.001111095964865104
218,0.001492400205344624
219,0.0014033131479395298
220,0.0015177865626843203
221,0.0013843363178116012
222,0.0011619053231692643
223,0.0012393733720166729
224,0.001191399025692741
225,0.0011769103869267827
226,0.0012547202764856883
227,0.0011538588841356178
228,0.0011768797195529602
229,0.0012457734021023203
230,0.001244988587473813
231,0.0012488235810808289
232,0.0012357204101986503
233,0.0011692063043722693
234,0.0012606176573373095
235,0.0012310501170985425
236,0.0033521611500892767
237,0.003255156434231832
238,0.0029697834028631093
239,0.002200920193032464
240,0.002443047336044816
241,0.002080244808409829
242,0.002836721732371583
243,0.0028005441367881054
244,0.0034998430770048234
245,0.0013365907010670116
246,0.0013843100220499208
247,0.0013216014971392399
248,0.0012280952485374701
249,0.0013129633598434201
250,0.001262320845766508
251,0.0016178511857536384
252,0.0015021078472257244
253,0.0016025896604602908
254,0.0025680537307795092
255,0.002378796901766674
256,0.0027075873496919044
257,0.003921869624228397
258,0.0037952981984218114
259,0.003479726584057464
260,0.003946032806301824
261,0.004010404496960424
262,0.0040027294809825845
263,0.002806603235449274
264,0.0030083162494635818
265,0.003016695991821979
266,0.01260671328048465
267,0.01654828903231834
268,0.013486576288491805
269,0.017867146355332267
270,0.0029134175398352023
271,0.005668277064203471
272,0.010481231815759662
273,0.004283608111050762
274,0.0050482736431736175
275,0.0005522825574622842
276,0.0005088782236773103
277,0.00895041063642535
278,0.0016945807327952203
279,0.007888520114378758
280,0.0016742997711983228
281,0.0015296151024465471
282,0.0023580157962469835
283,0.0029258497800584006
284,0.010872603805794911
285,0.002373868469413608
286,0.003311226934771374
287,0.004412703892643598
288,0.005454645011582762
289,0.005975607888283014
290,0.0027642517770250534
291,0.002069418736963112
292,0.0014835939342055136
293,0.0025608435658084428
294,0.004773215845717478
295,0.003957451122472776
296,0.004521982980806449
297,0.0055641301705581766
298,0.004450547154711214
299,0.003286236360414095
300,0.0030422045452276336
301,0.004428258341246408
302,0.0027211829037609514
303,0.0011048927929338337
304,0.0012911478577488722
305,0.0012266263173713666
306,0.003394102866159644
307,0.00201065163233749
308,0.002252515519239372
309,0.004074840531527863
310,0.003539908460455545
311,0.0028611663429658047
312,0.002635715241165971
313,0.004143282423691707
314,0.00350781065206267
315,0.0016133631611787277
316,0.0017349444271199702
317,0.0025017262588107863
318,0.0023990614739885442
319,0.0029945294796582776
